ra,turma
11201721591,NA6BCL0308-15SA
11201721591,NA1BCN0405-15SA
11201721591,NANHT3028-15SA
21093015,NAESHR006-13SB
21093015,NAESZP022-13SB
21093015,NAESHR008-13SB
21093015,NAESHR011-13SB
21093015,NAESHR018-13SB
21093015,DAESZT014-17SB
13201812199,NAESHC002-17SB
13201812199,NABHP0001-15SB
13201812199,NABHS0001-15SB
13201812199,NABHQ0301-15SB
11201921696,NA1BCL0306-15SA
11201921696,NA6BCJ0204-15SA
11201921696,NA2BCN0402-15SA
11201921696,NA2BCN0404-15SA
11201921696,NA2BCM0504-15SA
11037416,NB3BCL0308-15SA
11037416,DC2ESTO902-17SA
11037416,DB2BIQ0602-15SA
11037416,DB2ESTO006-17SA
11046713,DA1ESTO013-17SA
11046713,DB3BCK0103-15SA
11046713,DBNHI2049-13SA
11046713,DCESTO012-17SA
11046713,DAMCTC011-15SA
21044814,NA1MCTB001-17SA
21044814,NAMCTB009-17SA
11052615,NAESTE035-17SA
11052615,NA7BCJ0204-15SA
11052615,NB1BCN0402-15SA
11036015,DAESTG011-17SB
11036015,DAESTG009-17SB
11036015,DAESZG037-17SB
11036015,NAESTG025-17SB
11036015,NBESTG022-17SB
11201723028,NA1BIL0304-15SA
11201723028,NA1BCN0402-15SA
11201723028,NA1BCN0404-15SA
11201723028,NANHZ5015-09SA
21069614,DAESHR022-14SB
21069614,DAESHR004-13SB
21069614,DAESHR008-13SB
21069614,DANHH2032-13SB
21069614,DAESHT021-17SB
11007011,NB2MCTB001-17SA
11007011,NA1BCN0402-15SA
21045115,NANHZ2097-16SB
11108313,NAESZE104-17SA
11108313,NAESTE035-17SA
11108313,NB1ESTO902-17SA
11108313,NAESZE044-17SA
11201920116,DCBIS0003-15SB
11201920116,DBBHO1335-15SB
11201920116,DBBHO1101-15SB
11201920116,DBBHO0001-15SB
11201920116,DBBHP0202-15SB
11106413,NAESZS030-17SB
11106413,NA2ESTO016-17SB
11106413,NAESTA008-17SB
11106413,NAESTS008-17SB
11201811478,DAMCTB001-17SA
11201811478,NA1BCL0308-15SB
11201811478,DA2ESTO013-17SA
11201811478,DA1BIQ0602-15SB
11201811478,DA1BCK0103-15SB
11201811478,DC2ESTO006-17SB
11201920940,DBBIS0003-15SB
11201920940,DABHO1335-15SB
11201920940,DABHO1101-15SB
11201920940,DABHO0001-15SB
11201920940,DABHP0202-15SB
11201810544,NAESHC002-17SB
11201810544,NAESHC028-17SB
11201810544,NA1ESTO013-17SB
11201810544,NB2BCN0402-15SB
11201810544,NAESHC020-17SB
11201811393,DAESHC002-17SB
11201811393,DAESHC028-17SB
11201811393,DB3BCN0402-15SA
11201811393,DAESHC020-17SB
21044215,NAESTM004-17SA
21044215,DB2ESTO902-17SA
21044215,NAMCZB035-17SA
21044215,DAESTO016-17SA
21044215,NAMCTC002-15SB
21044215,DCESTO012-17SA
21044215,DAMCTC011-15SA
11201811959,DA1BIR0004-15SA
11201811959,DA1BCL0308-15SA
11201811959,DA2BCK0103-15SA
11201811959,DBNHI2049-13SA
11201811959,NB1MCTA028-15SA
11201722682,NAMCTA004-17SA
11201722682,NA1MCTA014-15SA
11201722682,NB1BIN0406-15SA
11201722682,NA2MCTA027-17SA
11201722275,DA2BCL0308-15SB
11201722275,DB3BCJ0204-15SB
11201722275,NA2BCN0404-15SB
11201722275,DANHI5011-13SB
11053716,NAESTA005-17SA
11053716,NA2ESTO903-17SA
11053716,DAESZI035-17SA
11053716,NAESTA023-17SA
11053716,NB3MCTA028-15SA
11201812021,DA1BIJ0207-15SA
11201812021,NB2BCL0306-15SA
11201812021,NB3BCJ0204-15SA
11201812021,DA1BCN0402-15SA
11201812021,NB4BCN0404-15SA
11201811963,NAESHC002-17SB
11201811963,NAESHC028-17SB
11201811963,NB2BCN0402-15SB
11201811963,NANHH2041-13SB
11201811963,NAESHC020-17SB
11201812182,NB3BCN0402-15SB
11201812182,NANHH2034-13SB
11201812182,NB1BCM0504-15SB
11201812182,NAESHR018-13SB
11201921060,DA2BCL0306-15SA
11201921060,DA5BCJ0204-15SA
11201921060,DA1BCN0402-15SA
11201921060,DA3BCN0404-15SA
11201921060,DA3BCM0504-15SA
11201720150,DA1ESTB002-17SB
11201720150,DA1ESTA002-17SB
11201720150,DA1ESTB018-17SB
11201720150,DAESTO016-17SB
11201720150,DAESZB021-17SB
11201720150,NA1ESTB010-17SB
11201721849,NB1BCL0308-15SB
11201721849,NA5BCJ0204-15SB
11201721849,NA2BCN0402-15SB
11201721849,DAMCZC016-15SB
11079714,NAESZM034-17SA
11079714,NAESTM019-17SA
11201921987,NAMCZC002-15SB
11201921987,NANHZ5021-16SA
11201921987,NANHZ1094-19SA
11201921987,NS4BCJ0204-15SA
11104416,NA3MCTA037-17SA
11104416,NAMCZB015-13SA
11104416,NA2MCTA028-15SA
11104416,NA2MCTA027-17SA
11201722658,NAESHR004-13SB
11201722658,DAESHR008-13SB
11201722658,NAESHR026-14SB
11201722658,NAESHR025-14SB
11201722658,NAESHR017-13SB
11020615,NA1ESTE019-17SA
11020615,DBESTE020-17SA
11020615,NAESTA016-17SA
11201921788,NB3BCL0306-15SA
11201921788,NB5BCJ0204-15SA
11201921788,NB2BCN0402-15SA
11201921788,NB4BCN0404-15SA
11201921788,NB3BCM0504-15SA
11201921255,NA1BCL0306-15SA
11201921255,NA4BCJ0204-15SA
11201921255,NA4BCN0402-15SA
11201921255,NA4BCN0404-15SA
11201921255,NA2BCM0504-15SA
11201922287,DA1BCL0306-15SA
11201922287,DA5BCJ0204-15SA
11201922287,DA4BCN0402-15SA
11201922287,DA4BCN0404-15SA
11201922287,DA1BCM0504-15SA
11201810641,DB1BIR0004-15SA
11201810641,DB3BCL0308-15SA
11201810641,DBESTO013-17SA
11201810641,DB3BCK0103-15SA
11201810641,DA2ESTO006-17SA
11201920150,DB2BCL0306-15SA
11201920150,DB5BCJ0204-15SA
11201920150,DB4BCN0402-15SA
11201920150,DB4BCN0404-15SA
11201920150,DB3BCM0504-15SA
11201922382,NB3BCL0306-15SA
11201922382,NB5BCJ0204-15SA
11201922382,NB2BCN0402-15SA
11201922382,NB2BCN0404-15SA
11201922382,NB1BCM0504-15SA
21012615,DANHH2085-16SB
21012615,DANHZ2071-11SB
11201920956,NA1BCL0306-15SB
11201920956,NA4BCJ0204-15SB
11201920956,NA2BCN0402-15SB
11201920956,NA2BCN0404-15SB
11201920956,NA2BCM0504-15SB
11201920622,NA1BCL0306-15SA
11201920622,NA1BCJ0204-15SA
11201920622,NA1BCN0402-15SA
11201920622,NA1BCN0404-15SA
11201920622,NA1BCM0504-15SA
11008616,NAESTS015-17SB
11008616,NAESTS001-17SB
11008616,NAESTO903-17SB
11008616,NA2ESTS010-17SB
11201810768,DAMCTB001-17SA
11201810768,DB1BCL0308-15SA
11201810768,NA1ESTB018-17SB
11201810768,DA2BCK0103-15SA
11201810768,DA1ESTO006-17SA
11201920280,DA2BCL0306-15SB
11201920280,DA5BCJ0204-15SB
11201920280,DA2BCN0402-15SB
11201920280,DA1BCN0404-15SB
11201920280,DA1BCM0504-15SB
11085713,NAESTE035-17SA
11085713,NAESTO017-17SA
11201722043,DA1MCTA002-17SA
11201722043,DAMCTA004-17SA
11201722043,DC3ESTO902-17SA
11201722043,DA1BIQ0602-15SA
11201722043,NA1MCTA014-15SA
11201722043,DBNHI2049-13SA
11201722043,NAMCTA027-17SA
11201921865,DB2BCL0306-15SA
11201921865,DB9BCJ0204-15SA
11201921865,DB4BCN0402-15SA
11201921865,DB4BCN0404-15SA
11201921865,DB3BCM0504-15SA
11010813,DAMCZA042-17SA
11117216,DA2ESTO013-17SA
11117216,DB2ESTO903-17SA
21041513,NAESZP022-13SB
21041513,NA1BIN0406-15SB
21041513,NAESHP026-14SB
11201721462,DB2BIR0004-15SA
11201721462,DC1BCL0308-15SA
11201721462,DA1BCM0506-15SA
11201721462,DB2ESTO902-17SA
11201721462,DB3BCK0103-15SA
11201721462,DA1BCN0405-15SA
13201723139,DANHH2088-16SB
11201722090,DAESHC030-17SB
11201722090,NAESZP022-13SB
11201722090,DAESHT010-17SB
21038414,NAESTA005-17SA
21038414,NA1ESTA011-17SA
21038414,NAESZA018-17SA
21038414,NAESTA023-17SA
11201920339,DB2BCL0306-15SA
11201920339,DB5BCJ0204-15SA
11201920339,DB2BCN0402-15SA
11201920339,DB4BCN0404-15SA
11201920339,DB3BCM0504-15SA
11201920365,DA2BCL0306-15SB
11201920365,DA4BCJ0204-15SB
11201920365,DA2BCN0402-15SB
11201920365,DA1BCN0404-15SB
11201920365,DA1BCM0504-15SB
11201810816,NA2MCTB001-17SA
11201810816,NB3BCL0308-15SA
11201810816,DS3BCJ0204-15SA
11086014,NAESZE065-17SA
11023712,NB1MCTB001-17SA
11023712,NB2ESTO013-17SA
11201722622,DB2MCTB001-17SA
11201722622,NBESTO016-17SA
11201722622,DCESTO012-17SA
11201722622,NA1ESTA019-17SA
11016215,NA1ESTB002-17SB
11016215,NA2ESTB018-17SB
11016215,NAESTB030-17SB
11016215,NAESZB017-17SB
11201811876,NCBIR0004-15SB
11201811876,NB1BIS0003-15SA
11201811876,NA2BCJ0204-15SB
11201811876,NA4BCN0402-15SA
11201920396,DCBIS0003-15SB
11201920396,DA1BIL0304-15SB
11201920396,DBBHO1335-15SB
11201920396,DBBHO1101-15SB
11201920396,DBBHO0001-15SB
11201920396,DBBHP0202-15SB
11201921248,DA2BCL0306-15SA
11201921248,DA2BCJ0204-15SA
11201921248,DA2BCN0402-15SA
11201921248,DA4BCN0404-15SA
11201921248,DA3BCM0504-15SA
11038813,NAESZU036-17SA
11201921359,DA1BCL0306-15SB
11201921359,DA1BCJ0204-15SB
11201921359,DA1BCN0402-15SB
11201921359,DA2BCN0404-15SB
11201921359,DA2BCM0504-15SB
13201723214,DA1BIQ0602-15SB
13201723214,DABHO1335-15SB
13201723214,DABHQ0301-15SB
21051814,DAESHC037-17SB
21051814,NAESHC034-17SB
21051814,NABHO0001-15SB
21051814,NABHS0001-15SB
11047112,NA2ESTU024-17SA
11047112,NAESZU035-17SA
11047112,NA1ESTU007-17SA
11047112,DAESTU011-17SA
11047112,NAESZU020-17SA
11047112,DAESZU032-17SA
11067012,NAESTG014-17SB
11002916,NB4BCL0308-15SA
11002916,NANHZ4004-15SA
11002916,NB3ESTO903-17SA
11002916,NA2BCK0103-15SA
11002916,DAESTM005-17SA
11002916,DAMCTC011-15SA
11002916,NAMCZD007-18SA
11020911,NAESTG004-17SB
11020911,NAESZG021-17SB
11044115,NAESZB004-17SB
11044115,NAESZB017-17SB
11044115,DAESZB026-17SB
11201921275,NB1BCL0306-15SA
11201921275,NB6BCJ0204-15SA
11201921275,NB4BCN0402-15SA
11201921275,NB4BCN0404-15SA
11201921275,NB2BCM0504-15SA
11067415,NANHZ3020-15SA
11067415,NANHZ3024-15SA
11067415,NAESTO008-17SA
11067415,NA3ESTI003-17SA
11201812373,DA6BCL0308-15SA
11201812373,DB4BCN0402-15SA
11201812373,DANHI5011-13SB
11201812373,DANHZ3058-15SA
11201720050,NA2BIR0004-15SA
11201720050,NB1BIQ0602-15SA
11201720050,NAESZB021-17SB
11201720050,NA1BIN0406-15SA
11201720050,DC1MCTA028-15SA
11201722572,DAESHR004-13SB
11201722572,DAESHR008-13SB
11201722572,DAESHR026-14SB
11201722572,DAESHR025-14SB
11201722572,DAESHR017-13SB
11109016,NANHZ3084-15SA
11109016,NA1ESTA013-17SA
11109016,NAESTA020-17SA
11109016,NA5MCTA028-15SA
11109016,NA2ESTA019-17SA
21015212,NAESHR026-14SB
21028716,NAESHR004-13SB
21028716,NAESHR006-13SB
21028716,NAESHR007-14SB
21028716,NAESHR025-14SB
21028716,NAESHP019-13SB
11201920496,DB2BCL0306-15SA
11201920496,DB1BCJ0204-15SA
11201920496,DB3BCN0402-15SA
11201920496,DB4BCN0404-15SA
11201920496,DB3BCM0504-15SA
21084614,NAESTB007-17SB
21084614,NA2ESTA002-17SB
21084614,DAESZB006-17SB
21084614,NA2ESTB022-17SB
11087415,NANHH2009-13SB
11087415,NANHI2049-13SB
11087415,NA2ESTA019-17SA
11087415,NAESHR018-13SB
11087415,NANHH2072-13SB
11201721978,NABHQ0002-15SB
11201721978,NABHP0001-15SB
11201721978,NABHO0001-15SB
11201721978,NABHQ0301-15SB
11201721124,NB2BCL0308-15SB
11201721124,NA1BCK0103-15SB
11201721124,NAMCTC002-15SB
11201721124,NAMCZC016-15SB
11201811516,DAESHT003-17SB
11201811516,DAESHC028-17SB
11201811516,NA2ESTO013-17SB
11201811516,DA1BIL0304-15SB
11201811516,NB1BCN0402-15SB
11201811516,DAESHC020-17SB
21089216,NAESZP045-13SB
21089216,NAESHP004-13SB
21089216,NAESHP022-14SB
21089216,NAESHT010-17SB
21089216,DAESZC029-17SB
21089216,NABHS0001-15SB
21089216,NAESHP019-13SB
11201720124,NA1BCM0506-15SA
11201720124,NB2ESTO013-17SA
11201720124,NB3BCN0404-15SA
11201720124,NAESTA020-17SA
11201720124,NA1ESTA019-17SA
11201920920,DA3BCL0306-15SA
11201920920,DA6BCJ0204-15SA
11201920920,DA1BCN0402-15SA
11201920920,DA1BCN0404-15SA
11201920920,DA2BCM0504-15SA
11201722461,DBMCTB009-17SA
11201722461,DA2ESTO013-17SA
11201722461,DA3BCK0103-15SA
11201722461,DB2BCM0504-15SA
11201812063,DA2BIR0004-15SA
11201812063,DA6BCL0308-15SA
11201812063,DCNHZ5020-15SA
11201812063,NS6BCJ0204-15SB
11201812063,DA3BCK0103-15SA
11201812063,DAESZP034-14SB
11031009,NANHT3048-15SA
11201812208,NA1BIR0004-15SB
11201812208,NA1BIN0406-15SB
11201812208,NA1BCN0405-15SB
11201822412,NA1MCTB001-17SA
11201822412,NA2BIS0005-15SA
11201822412,NA2BIR0004-15SA
11201822412,NB2BCL0306-15SA
11201822412,NA1BIK0102-15SA
11201720246,DBMCTB009-17SA
11201720246,DA2ESTO013-17SA
11201720246,DAESTO008-17SA
11201720246,DABCS0002-15SA
11201811279,DAMCTB001-17SA
11201811279,DA2ESTO013-17SA
11201811279,DA1BIQ0602-15SA
11201811279,DA2BCK0103-15SA
11201720860,DA1BIS0003-15SB
11201720860,DAESHC008-17SB
11201720860,DAESHR026-14SB
11201720860,DAESHR025-14SB
11090112,DA1ESTU007-17SA
11090112,NAESTU029-17SA
11090112,NAESTU011-17SA
11090112,NAESTU020-17SA
11201811701,DANHZ6016-18SA
11201811701,DA1BIL0304-15SA
11057413,NAESZE104-17SA
11057413,NAESTO015-17SA
11057413,NAESZE044-17SA
11057413,NAESTE022-17SA
11201920591,NA3BCL0306-15SA
11201920591,NA3BCN0402-15SA
11201920591,NA3BCN0404-15SA
11011116,DAESTE037-17SA
11011116,DA2ESTA004-17SA
11011116,DAESTE016-17SA
11011116,DAESTU011-17SA
11011116,DAESTO012-17SB
11024116,NB1MCTB001-17SA
11024116,DC3ESTO903-17SA
11024116,NAESTM019-17SA
11024116,NAESTM009-17SA
11016815,DAESZA011-17SA
11016815,NAESTE015-17SA
11016815,NA1ESTE019-17SA
11016815,NAESTA023-17SA
11201932528,DA1BIS0005-15SA
11201932528,DA1BIJ0207-15SA
11201932528,DA1BIS0003-15SA
11201932528,DA1BCL0306-15SA
11201932528,DA1BIL0304-15SA
11201932528,DA1BCN0402-15SA
11005114,DAESTG011-17SB
11005114,DAESZG040-17SB
11005114,NAESTG014-17SB
11201920234,NB1BCL0306-15SA
11201920234,DC2NHZ3086-15SA
11201920234,NB3BCJ0204-15SA
11201920234,NB2BCN0402-15SA
11201920234,NB1BCN0404-15SA
11201920234,NB2BCM0504-15SA
21077513,NAESZG021-17SB
21077513,DAMCTC011-15SA
21077513,NAESZU031-17SA
11103013,NAESHT007-17SA
11201811969,NA1BCM0506-15SA
11201811969,NA1BIK0102-15SA
21026116,DA1BCL0308-15SB
21026116,DB3BCJ0204-15SB
21026116,DBESTO012-17SB
11008014,NAESZE104-17SA
11008014,NAESZU035-17SA
11008014,NAESZE065-17SA
11075511,NA3ESTO001-17SA
11075511,NA1ESTU007-17SA
11201810061,NAESZE104-17SA
11201810061,NAESHT007-17SA
11201810061,NB2BCN0404-15SA
11201810061,NB5MCTA028-15SA
11201810061,NBESTA019-17SA
11201811328,NB1BIS0003-15SB
11201811328,NS2BCJ0204-15SB
11201811328,NA2BCN0402-15SB
11201721965,NAESTO008-17SB
11201721965,NB2MCTA028-15SA
11201721965,DAESTI005-17SA
11201721965,DA1ESTI003-17SB
11201721965,DAESZI028-17SA
21019514,NA1ESHC035-17SB
21019514,NAESHC008-17SB
21019514,NAESHC032-17SB
21019514,NAESHC031-17SB
21019514,NAESHC026-17SB
11201822433,DBMCTB001-17SA
11201822433,DBMCTB009-17SA
11201822433,DC2ESTO902-17SA
11201822433,DA1BIL0304-15SA
11201822433,DAESTO008-17SA
11201822433,DB2BCM0504-15SA
11201721325,NA3MCTA002-17SA
11201721325,DA1ESTB002-17SB
11201721325,NA2ESTB018-17SB
11201721325,DC3ESTO902-17SA
11201721325,DA1ESTO903-17SA
11201721325,NAESTB030-17SB
11201721325,DBNHI2049-13SA
11201721325,DAMCTC022-15SB
11201932569,NA3BCL0306-15SA
11201932569,NA1BCK0103-15SA
11201932569,NA1MCTA014-15SA
11201932569,NB1ESTO006-17SA
11201932569,NA1ESZI014-17SA
11043011,NBESTM003-17SA
21018514,NA1ESTU004-17SA
21018514,NANHZ5021-16SA
21018514,NAESZU035-17SA
21018514,NANHT4071-15SA
11201721762,NAMCTB001-17SB
11201721762,NA2ESTO006-17SB
11201721762,NA2ESTO012-17SB
11201721762,NABHQ0301-15SB
21039815,NA2ESTA002-17SB
21039815,NAESHR004-13SB
21039815,NA1BCK0103-15SB
21039815,NA1BCN0405-15SB
11201722110,NA1BCL0308-15SA
11201722110,NAESZE104-17SA
11201722110,NA3BCK0103-15SA
11201722110,NAESTE022-17SA
11201810160,DA2NHT1053-15SA
11201810160,DB1BCL0308-15SA
11201810160,DB2BIQ0602-15SA
11201810160,DB2BCK0103-15SA
11201810160,DANHT1048-15SA
21016712,NAMCTB009-17SB
21016712,DA1ESTO004-17SB
21016712,DC1ESTO006-17SB
21016712,NBESTO008-17SA
21016712,NABHP0202-15SB
11048411,NAESTE035-17SA
11048411,NAESTE028-17SA
11048411,NAESTE017-17SA
11011816,DAESTM004-17SA
11011816,DAESTO016-17SA
11011816,NA3BCN0404-15SA
11011816,DAESTM008-17SA
11011816,DANHZ4035-15SA
11011816,DAESTM019-17SA
11011816,DAESTM009-17SA
11201720036,NAESHC002-17SB
11201720036,NABHP0001-15SB
11201720036,NABHO1101-15SB
11201720036,NABHO0001-15SB
11201722464,DB1BCK0103-15SB
11201722464,DA1BCN0404-15SB
11201722464,DAESTB010-17SB
11201722464,DAMCTC022-15SB
11201723077,NANHZ5021-16SA
11201723077,NA2BIQ0602-15SA
11201723077,NANHT1030-15SA
11201810085,DB1BCL0308-15SB
11201810085,NA1BIQ0602-15SB
11201810085,DA3BCJ0204-15SB
11201810085,DB1BCK0103-15SB
21045514,NA1NHT1053-15SA
21045514,NAESTB007-17SB
21045514,NA1ESTB018-17SB
21045514,NA1ESTB010-17SB
21045514,NBESTO012-17SB
11093314,NANHZ5016-15SA
11201721400,NA1BIQ0602-15SB
11201721400,NA1BIN0406-15SB
11201721400,NABHQ0301-15SB
11201721431,NB3BCN0402-15SB
11201721431,NB1BIN0406-15SB
11201721431,NAESTO005-17SB
11038312,NAESTA001-17SA
11038312,NAESTO015-17SA
11038312,NA2ESTS010-17SB
11201720208,DAESHR022-14SB
11201720208,DAESHR007-14SB
11201720208,NA3BCN0404-15SA
11201720208,DANHH2034-13SB
11201720208,DANHH2041-13SB
11201720208,DAESHR011-13SB
11201720208,DANHZ5015-09SA
11201721028,DA1MCTA002-17SA
11201721028,DAMCTA004-17SA
11201721028,DA1MCTA037-17SA
11201721028,DA1MCTA014-15SA
11201721028,DAMCTA027-17SA
11006911,DA1MCTA014-15SA
11006911,NBNHI2049-13SA
11006911,DC2MCTA028-15SA
11006911,DA1ESZI014-17SA
11201723048,NB1BIR0603-15SA
11201723048,NS8BCJ0204-15SA
11201723048,NB1BIN0406-15SA
11201723000,NA2BIS0003-15SA
11201723000,DAESHC008-17SB
11201723000,DAESTO013-17SB
11201723000,DAESHP014-13SB
11201723000,DAESHC032-17SB
11201723000,DAESHC031-17SB
11201921661,NA2BCL0306-15SA
11201921661,DB1BIR0603-15SA
11201921661,DA2BIQ0602-15SA
11201921661,NA3BCJ0204-15SA
11201921661,NA1BCN0402-15SA
11201921661,NA1BCN0404-15SA
11201921661,NA3BCM0504-15SA
11201920391,NB1BCL0306-15SA
11201920391,NB4BCJ0204-15SA
11201920391,NB2BCN0402-15SA
11201920391,NB1BCN0404-15SA
11201920391,NB3BCM0504-15SA
11201810143,DA2BIR0004-15SA
11201810143,NA6BCL0308-15SA
11201810143,NA1BIQ0602-15SA
11201810143,NA1BCK0103-15SA
11201810143,NBNHI2049-13SA
11201810143,NB2MCTA028-15SA
11201720670,NA1BIR0603-15SA
11201720670,NB1ESTO013-17SA
11201720670,NAESTA020-17SA
11201720670,DCESTO012-17SA
11201720670,NA2ESZI014-17SA
11201922193,DB1BCL0306-15SB
11201922193,DB2BCJ0204-15SB
11201922193,DB1BCN0402-15SB
11201922193,DB1BCN0404-15SB
11201922193,DB1BCM0504-15SB
21071812,NA2BIR0004-15SA
11201811835,DB1BIR0004-15SA
11201811835,DC1BCL0308-15SA
11201811835,DS4BCJ0204-15SA
11201811835,DB3BCK0103-15SA
11201811835,DANHI2049-13SA
11052313,NA2ESTB022-17SB
21056012,NA1MCTA002-17SA
21056012,NA1MCTA008-17SA
21056012,NAMCZC016-15SB
11201920637,NB3BCL0306-15SA
11201920637,NB2BCJ0204-15SA
11201920637,NB2BCN0402-15SA
11201920637,NB4BCN0404-15SA
11201920637,NB2BCM0504-15SA
11201810093,DB1BIR0004-15SA
11201810093,DB2BCL0308-15SA
11201810093,DB2BCK0103-15SA
11201810093,DANHI2049-13SA
11201810093,DA2MCTA028-15SA
11065016,NAMCZC010-15SB
11065016,NANHT1058-15SB
11065016,NAMCZC016-15SB
11065016,NAMCTC022-15SB
11065016,DAMCTC011-15SA
11201920359,DA2BCL0306-15SA
11201920359,DA4BCJ0204-15SA
11201920359,DA2BCN0402-15SA
11201920359,DA3BCN0404-15SA
11201920359,DA3BCM0504-15SA
11201722575,DAESTS015-17SB
11201722575,DAESTS001-17SB
11201722575,DB1ESTO903-17SA
11201722575,DA1BIN0406-15SA
11201722575,DC4MCTA028-15SA
11201722575,DBESTI003-17SA
21023616,DAESHC030-17SB
21023616,DAESHC034-17SB
21023616,DAESZC020-17SB
21023616,DAESHR008-13SB
21023616,DAESHC039-17SB
21070615,NA1BIS0003-15SA
21070615,DABHQ0002-15SB
21070615,DABHP0001-15SB
21070615,NAESHR006-13SB
21070615,DABHS0001-15SB
11201822514,NA1BIR0004-15SB
11201822514,DAESZR002-13SB
11201822514,NABHQ0002-15SB
11201822514,NABHP0001-15SB
11201822514,NAESHR025-14SB
11042016,NAMCTB009-17SA
11042016,NS7BCJ0204-15SA
11201721601,NA1BIS0003-15SA
11201721601,DANHH2085-16SB
11201721601,DANHH2032-13SB
11201721601,DANHI2049-13SB
11201721601,DANHH2088-16SB
11201921599,NB1BCL0306-15SA
11201921599,NB5BCJ0204-15SA
11201921599,NB3BCN0402-15SA
11201921599,NB4BCN0404-15SA
11201921599,NB2BCM0504-15SA
21000316,DANHT4001-15SA
21000316,DANHT4075-15SA
21000316,DANHT4040-15SA
11201722080,DANHZ1014-15SA
11201722080,DANHZ1024-15SA
11201722080,NANHT1030-15SA
11201722080,NANHZ5016-15SA
11201722080,NA1NHT5013-15SA
11201722080,DANHZ1050-15SA
11088515,NANHZ3086-15SA
11088515,NANHT3012-15SA
11088515,NANHZ3084-15SA
11088515,DA2BCK0103-15SA
11201920160,NA1BCL0306-15SA
11201920160,NA1BCJ0204-15SA
11201920160,NA4BCN0402-15SA
11201920160,NA4BCN0404-15SA
11201920160,NA2BCM0504-15SA
13201822595,DAESHC002-17SB
13201822595,DAESHC028-17SB
13201822595,DB2BCN0402-15SB
13201822595,DAESHC032-17SB
21074013,NAESHP018-14SB
11201920852,DA2BCL0306-15SB
11201920852,DA2BCJ0204-15SB
11201920852,DA1BCN0402-15SB
11201920852,DA1BCN0404-15SB
11201920852,DA2BCM0504-15SB
21072614,NAESZG013-17SB
21072614,NBESTO903-17SB
21072614,DAESZG037-17SB
21072614,NAESTG023-17SB
11201721587,NAMCZC010-15SB
11201721587,NAMCZC004-15SB
11201721587,NAMCZB018-13SA
11201721587,NAMCTC022-15SB
11201721587,DAMCTC011-15SA
11094112,NA2ESTB022-17SB
21045315,NB1BIS0003-15SB
21045315,NAESHT005-17SB
21045315,NAESHR017-13SB
21045315,NAESHT023-17SB
11082515,DC1ESTO902-17SA
11082515,DAESTB022-17SB
11082515,DA2ESTO004-17SB
11082515,NANHI5015-15SA
11120416,NA1BCM0506-15SA
11120416,NB8BCJ0204-15SA
11120416,NA1BCN0402-15SA
11201920291,NB2BCL0306-15SA
11201920291,NB6BCJ0204-15SA
11201920291,NB3BCN0402-15SA
11201920291,NB4BCN0404-15SA
11201920291,NB3BCM0504-15SA
21082516,DABHQ0002-15SB
21082516,DABHQ0301-15SB
11201920832,NA3BCL0306-15SA
11201920832,NA3BCJ0204-15SA
11201920832,NA2BCN0402-15SA
11201920832,NA2BCN0404-15SA
11201920832,NA1BCM0504-15SA
11201722053,DAESHR004-13SB
11201722053,DAESHR007-14SB
11201722053,DAESHR025-14SB
11201722053,DAESHT021-17SB
11201722053,DAESHR017-13SB
11201722514,NAESZP022-13SB
11201722514,NAESHP013-13SB
11201722514,NAESHP014-13SB
11201721525,DAESZR002-13SB
11201721525,DAESHR008-13SB
11201721525,NAESHR011-13SB
11201721525,NAESHR025-14SB
11201721525,NAESHR017-13SB
11201811027,NB2BIR0004-15SA
11201811027,NA1NHT1053-15SA
11201811027,NC2BCL0308-15SA
11201811027,NB2BCK0103-15SA
11201811027,DANHT1048-15SA
11125415,DAESZG041-17SB
11075610,NA3MCTA028-15SA
11038416,DA2MCTA002-17SA
11038416,DAMCTA004-17SA
11038416,NA1MCTA037-17SA
11038416,NAESTI007-17SA
11038416,DAESTI017-17SA
11038416,DBNHI2049-13SA
11040813,NAESTS016-17SB
11040813,DAESTS015-17SB
11040813,NAESZS010-17SB
11040813,DAESTA008-17SB
11040813,DAESZS021-17SB
11040813,NA1ESTS010-17SB
11201720848,DAMCTB001-17SA
11201720848,DC2BCL0308-15SA
11201720848,DA3BCK0103-15SA
11201720848,DC1MCTA028-15SA
21046715,DAESHC008-17SB
21046715,DA4BCN0402-15SA
21046715,DA1BIN0406-15SA
21046715,DAESHC031-17SB
21046715,DAESHC039-17SB
11201720644,DA2BIS0005-15SA
11201720644,DABHQ0002-15SB
11201720644,DABHP0001-15SB
11201720644,DABHQ0301-15SB
11043311,DAMCTB001-17SA
11043311,DAESTU023-17SA
11043311,DA1ESTU026-17SA
11043311,DAESTU029-17SA
11043311,DAESTU011-17SA
11201921594,NA2BCL0306-15SB
11201921594,NA3BCJ0204-15SB
11201921594,NA2BCN0402-15SB
11201921594,NA2BCN0404-15SB
11201921594,NA2BCM0504-15SB
11201811333,DANHT4002-13SA
11201811333,NANHT1057-15SA
11201811333,DB4BCN0404-15SA
11201811333,NAESZB021-17SB
11201811333,NA1BCM0504-15SB
11201811333,DANHZ6007-18SA
13201822387,DAESZU032-17SA
11033214,DAESZM029-17SA
11033214,DAESZM027-17SA
11033214,DAESTM009-17SA
21062213,NA1BCN0402-15SB
11201812267,NAESHC034-17SB
