ra,turma
11201920386,NABHQ0002-15SB
11201920386,NABHP0001-15SB
11201920386,NABHQ0301-15SB
11058016,NA1ESTA013-17SA
11058016,DA1ESTE019-17SA
11058016,DB2BCS0002-15SA
11058016,NA1ESTA003-17SA
11201920238,NA8BCJ0205-15SA
11201920238,NA1BCN0407-15SA
11201920238,NA4BCM0505-15SA
11201920238,NA1BCL0307-15SA
11043615,NAESTE032-17SA
11043615,NA2ESTE020-17SA
11043615,NAESTA016-17SA
11043615,NAESTO014-17SA
11116411,NAESTE029-17SA
11116411,NANHT3065-15SA
11116411,NAESTA020-17SA
11116411,NAESZM002-17SA
11116411,NA2BCS0002-15SA
11116411,NAESTU033-17SA
11011315,NA2ESTO903-17SA
11011315,NAESTM001-17SA
11011315,DANHZ4069-15SA
11055808,DAESZS004-17SB
11201822471,NA2ESTA002-17SA
11201822471,NAESTE029-17SA
11201822471,NBESTO014-17SA
11201822471,NC2BCL0307-15SA
11091012,NB1MCTB010-13SA
11091012,NA1MCTA006-17SA
11091012,NAESTI003-17SA
11201920997,NA7BCJ0205-15SA
11201920997,NA3BCN0407-15SA
11201920997,NA4BCM0505-15SA
11201920997,NA3BCL0307-15SA
21021615,NAESZI027-17SA
21021615,NB2BCK0104-15SA
21021615,NAMCTD016-18SA
21021615,NA4MCTA022-17SA
13201932656,NA1ESTA003-17SA
13201932656,NAESTA008-17SA
21033411,NANHH2012-13SB
21033411,DANHH2015-13SB
21033411,NANHH2064-13SB
11201920581,DA3BCJ0205-15SA
11201920581,DA1BCN0407-15SA
11201920581,DDESTO005-17SA
11201920581,DA8BCM0505-15SA
11201920581,DA4BCL0307-15SA
11113412,NA3ESTO001-17SA
11113412,NB1ESTO016-17SB
11113412,NAESTU021-17SA
11201932611,DA3BIS0005-15SB
11201932611,NABIQ0602-15SB
11201932611,NABHQ0002-15SB
11201932611,NABHP0001-15SB
11201932611,DABHQ0001-15SB
11201932611,NABHQ0301-15SB
11097012,NA3ESTO001-17SA
11097012,DAESZU002-17SA
11097012,NA1ESTO903-17SA
11097012,NAESTO016-17SA
11097012,DAESTU027-17SA
11097012,NAESTU033-17SA
11097012,NAESTU019-17SA
11097012,NAESZU019-17SA
11039714,DB2MCTA001-17SA
11039714,NA1BCL0308-15SA
11039714,NA3BCK0104-15SA
11039714,NA3MCTB019-17SA
11201920241,DB1NHZ3087-15SA
11201920241,NA8BCJ0205-15SA
11201920241,DB1BCN0407-15SB
11201920241,NA1BCL0307-15SA
11026812,DAESTG002-17SB
11026812,NAESTG017-17SB
11026812,NAESZU016-17SA
21052513,NAESHP005-13SB
21052513,NAESHP029-14SB
11201921961,NB2BCJ0204-15SA
11201921961,NB1BCN0404-15SA
11010913,DANHT4023-15SA
11201723095,DABHO0102-15SB
11201723095,DAESHT025-17SB
11201723095,DAESHP023-14SB
11201723095,DABHQ0003-15SB
11201723095,DAESHR012-13SB
11201712918,NAESHR903-18SB
11003515,DA1NHI5001-15SA
11003515,NA1BIQ0602-15SA
11003515,NA1BCK0104-15SA
11003515,NAMCTC002-15SA
11003515,DA1MCTC023-15SB
11201810620,NAESHR002-13SB
11201810620,DANHH2033-13SB
11201810620,NA2ESHP016-13SB
11201810620,NAESHR023-14SB
11201810620,NAESHR014-13SB
11201810159,NAESZC028-17SB
11201810159,NAESHR026-14SB
11201810159,NAESHP024-14SB
11201810159,NANHH2073-13SB
11107012,NAESTB027-17SB
11106311,NB1MCTB010-13SA
11094913,NA1BIR0004-15SA
11094913,DS3BCK0103-15SA
11094913,NA2BCN0407-15SA
11094913,NA2ESTO011-17SA
11094913,NA3BCK0104-15SA
11094913,NA2ESTO008-17SA
11201723075,DANHZ1074-15SA
11201723075,NABCN0402-15SA
11201723075,DANHT1056-15SA
11078316,NA1BCN0404-15SA
11201922261,NB1BIS0005-15SB
11201922261,NB1BIQ0602-15SB
11201922261,NBBHQ0002-15SB
11201922261,NBBHP0001-15SB
11201922261,NBBHQ0301-15SB
11201810835,NA1BCN0402-15SA
11201810835,DABCN0404-15SA
11201810835,NA2BCM0505-15SA
11105313,NAESTM006-17SA
11105313,NA1ESTO008-17SA
11105313,NAESZM025-17SA
11105313,NBESTM002-17SA
11201722811,DAESHC033-17SB
11201722811,DA1ESHC017-17SB
11201722811,DA1MCTC014-13SB
11201722811,DAESHC024-17SB
11201722811,DA1BHS0001-15SB
11101916,NA4BCN0407-15SA
11101916,NB1BCN0404-15SA
11101916,NAESTA020-17SA
11101916,NAESTA019-17SA
11201720756,NAESZU002-17SA
11201720756,NB1BCN0402-15SA
11201720756,NABCN0404-15SA
11201720756,NB1BCL0307-15SA
11201721315,NB3ESTO903-17SA
11201721315,NB9BCJ0205-15SA
11201721315,DS3BCK0103-15SA
11201721315,NA1BCN0404-15SA
11201721315,DAESTG009-17SB
11201721315,NA3BCS0002-15SA
11201721315,DAESZG007-17SB
11084009,DANHI5002-15SB
11084009,DANHZ1092-19SA
11016315,NA2MCTB010-13SB
11016315,NA4ESTA004-17SA
11016315,NAESTA016-17SA
21078116,DC1ESTO012-17SA
21078116,NAESTI004-17SA
21078116,NBESTA019-17SA
21078116,NA4BCS0002-15SA
21078116,NA2MCTA022-17SA
21078116,NAESTI008-17SA
11201810033,NAMCTB009-17SA
11201810033,NA2BCJ0204-15SA
11201810033,NA1BCN0407-15SA
11201810033,NB1ESTO012-17SA
21069315,NANHH2017-16SB
21069315,NANHH2086-16SB
11201721904,NAESTO016-17SA
11201721904,NA2BCN0407-15SA
11201721904,NA2BCK0104-15SA
11201721904,NA1ESTO006-17SA
11074415,NB2ESTO903-17SA
11074415,NAESTM001-17SA
11074415,NA2ESTO004-17SA
11074415,NAESZM037-17SA
11074415,NDESTA019-17SA
21079416,NB3ESTO903-17SA
21079416,NS2BCK0103-15SA
21079416,NB1BCK0104-15SA
21079416,NB1ESTO006-17SA
11106613,NAESZU002-17SA
11106613,NA1BCN0407-15SA
11106613,NA3BCK0104-15SA
11106613,NAESTU040-17SA
11106613,NAESTU033-17SA
11045416,DB2MCTA001-17SA
11045416,NA1MCTA033-15SA
11045416,NAMCZA008-17SA
11045416,NA3MCTB019-17SA
11059413,DAESTI004-17SA
11201921834,NS1BIK0102-15SA
11201921834,DA5BCM0505-15SA
11201921834,DA2BCL0307-15SA
11101210,NIESTS016-17SB
11101210,NA1MCTB010-13SB
11101210,NAESZS034-17SB
11101210,NAESTS005-17SB
11201920996,DB9BCJ0205-15SA
11201920996,DIBCN0407-15SA
11201920996,DA1ESTO005-17SA
11201920996,DB3BCM0505-15SA
11201920996,DB2BCL0307-15SB
11201722910,NB3ESTO016-17SB
11201722910,NABCN0402-15SB
11201722910,NBBCN0404-15SB
11201722910,DB1BCK0104-15SA
11201920897,DB2BCJ0205-15SB
11201920897,DIBCN0407-15SA
11201920897,DCESTO005-17SA
11201920897,DB2BCM0505-15SA
11201920897,DB3BCL0307-15SB
11201811796,DA2MCTA001-17SA
11201811796,DBMCTB009-17SA
11201811796,DA2MCTA006-17SA
11201811796,DA2MCTB019-17SA
11201721358,NAESTS002-17SB
11201721358,DAESZS004-17SB
11201721358,NA3MCTB010-13SB
11201721358,NB1BIR0603-15SB
11201721358,DAESTS019-17SB
11201721358,DAESTS003-17SB
11201721358,DC1ESTO006-17SA
11201721968,NA2MCTA001-17SA
11201721968,NA1MCTA006-17SA
11201721968,NA2MCTB019-17SA
11201822518,NS2BCK0103-15SB
11201822518,NA1BCN0407-15SB
11201822518,NA3BCK0104-15SA
11075714,DAESTG002-17SB
11075714,NAESTG006-17SB
11075714,NAESTG007-17SB
11075714,NAESTG019-17SB
11036313,NAESTS002-17SB
11036313,NAESTS005-17SB
11036313,NAESZC028-17SB
11036313,NAESZS003-17SB
21085816,NABHQ0001-15SB
21085816,NABHP0201-15SB
11201812209,NA3BIS0005-15SB
11201812209,NA1BIR0004-15SA
11201812209,DAESHT025-17SB
11201812209,DANHT1072-15SA
11201812209,DAESHP023-14SB
11201812209,DA1BHS0001-15SB
11068215,DA1ESTA004-17SA
11068215,NC2ESTO903-17SA
11068215,NABCN0404-15SA
11068215,DB2BCK0104-15SA
11068215,DAESTO015-17SA
11054316,NAMCTB009-17SB
11054316,NB2BCN0407-15SB
11054316,NA1ESTO006-17SB
11000115,NAESZE097-17SA
11000115,NAESZE105-17SA
11000115,NAESZU035-17SA
11000115,NAESZE090-17SA
11037310,NAESZU034-17SA
11037310,DANHZ1092-19SA
11037310,DANHZ5020-15SA
11037310,DAESTO008-17SA
11037310,DAESHP025-14SB
11037310,DAESZU016-17SA
11037310,DBESZM033-17SA
11201722807,NA1BIR0004-15SA
11201722807,NB1MCTB010-13SA
11201722807,NB3BCK0104-15SA
21060716,NAESHR002-13SB
21060716,NAESHR023-14SB
21060716,NA2BHS0001-15SB
11072616,NA4BCN0407-15SA
11072616,NA3BCM0505-15SA
11024713,DAESTG001-17SB
11024713,DAESTG003-17SB
11024713,DAESZG031-17SB
11024713,NAESTG009-17SB
11024713,DAESTG024-17SB
11004912,DA2MCTB019-17SA
11004912,DA1MCTA023-17SA
11049114,NAESZI034-17SA
11049114,NA1MCZA030-17SA
11201922345,DA1BIR0004-15SA
11201922345,DA7BCJ0205-15SA
11201922345,DA5BCM0505-15SA
11201922345,DB2BCS0002-15SA
11201920128,NA9BCJ0205-15SA
11201920128,NB1BCN0407-15SA
11201920128,NB1BCM0505-15SA
11201721373,NA3MCTA006-17SA
11201721373,DAESTS019-17SB
11201721373,DBESTA001-17SB
11201721373,DBESZG013-17SB
11201721373,DC2ESTO006-17SA
11201721373,NCESTA019-17SA
11201721373,DB2BCS0002-15SA
11201721373,NA1ESTA003-17SA
11122015,NA1MCTA033-15SA
11122015,NA2MCTA015-13SA
11122015,NA2MCTA022-17SA
11201932591,DA1BIS0005-15SB
11201932591,DA1BIR0004-15SB
11201932591,DABHO0101-15SB
11201932591,DABHQ0002-15SB
11201932591,DABHP0201-15SB
21069215,DAESZS004-17SB
21069215,NAESTG006-17SB
21069215,NAESTG008-17SB
21069215,NAESZG040-17SB
21069215,NAESHR019-13SB
11201921807,DA2BIS0005-15SB
11201921807,DA1BCN0402-15SB
11201921807,DB1BCN0407-15SB
11201921807,DAESTO011-17SB
11201921807,DB2BCL0307-15SB
21061315,NAESHT024-17SB
11201722031,DAESHC033-17SB
11201722031,DA1ESHC017-17SB
11201722031,DA1BHS0001-15SB
13201910087,NAESZR006-13SB
13201910087,NBESHC018-17SB
13201910087,NABHQ0001-15SB
13201910087,NABHQ0003-15SB
13201910087,NA1MCTC014-13SB
11060316,NAMCTB015-17SA
11060316,NAMCTB016-13SA
11060316,DA3BCK0104-15SA
11201810136,NA3BIS0005-15SB
11201810136,NB1BIR0603-15SB
11201810136,NA1BCJ0204-15SB
11201810136,NBBCN0404-15SB
11201812004,NA1BIR0603-15SA
11201812004,NABCN0402-15SA
11201812004,NA1BCM0505-15SA
11022114,NAESTA016-17SA
11022114,NAESTO014-17SA
21093715,NA1BIR0004-15SB
21093715,NABCN0404-15SB
11099015,DB1MCTA001-17SA
11099015,NAMCZA008-17SA
11099015,NA1BCK0104-15SA
11099015,NA3MCTB019-17SA
11201921217,NBMCTB009-17SA
11201921217,NB1BCN0404-15SA
11201921217,NB2BCM0505-15SA
11201810642,DA1BIQ0602-15SB
11201810642,DB1BCJ0204-15SA
11201810642,DS1BCK0103-15SA
11201810642,DAESTO011-17SB
11201810642,DAESTB015-17SB
11201810642,DSBCM0505-15SB
11201811548,NABIQ0602-15SB
11201811548,NB3BCJ0205-15SB
11201811548,NB1BCK0104-15SB
11201811548,NAESZR009-13SB
11201811548,DSBCM0505-15SB
11201811548,DAESZB016-17SB
11201810569,DA1MCTA001-17SA
11201810569,DAMCTB009-17SA
11201810569,NB1BIR0603-15SA
11201810569,NA3ESTO011-17SA
11201810569,DAMCZA032-17SA
11201810569,DA2MCTB019-17SA
11201810569,DA1ESTA014-17SA
11201720066,NA2ESTA002-17SA
11201720066,NAESTE029-17SA
11201720066,NA2ESTO008-17SA
11201922359,NA1BCN0404-15SA
11201922359,NA1BCM0505-15SA
11201922359,NA6BCL0307-15SA
21061313,DABHP0001-15SB
21061313,NANHZ2055-11SB
11102411,NAESZU027-17SA
11102411,DAESTU005-17SA
11102411,DA2ESTO903-17SA
11102411,DA7BCJ0205-15SA
11102411,DAESTU021-17SA
13201713127,NAESZG013-17SB
13201713127,NB1BCN0407-15SB
13201713127,NB1BCS0002-15SB
21078616,DAESTG002-17SB
21078616,DAESTG003-17SB
21078616,DAESZG038-17SB
21078616,DAESZG007-17SB
21078616,DAESTG021-17SB
21078616,DAESTG024-17SB
11201721846,DAMCZC007-15SB
11201721846,DA1BIQ0602-15SB
11201721846,NA2MCTC014-13SB
11201721846,DAMCTC019-15SB
11201721846,NA2BCS0002-15SB
11037513,NAESTB025-17SB
11037513,DAESTB020-17SB
11037513,NAMCTC023-15SB
11037513,DAESZB016-17SB
21011716,DAESTU005-17SA
21011716,DAESTU027-17SA
21011716,DA1ESTU006-17SA
21011716,DA1ESTU010-17SA
21011716,NAESTU032-17SA
21011716,DAESTU019-17SA
11201920532,DB3BIS0005-15SB
11201920532,DB1BIQ0602-15SB
11201920532,DBBHQ0002-15SB
11201920532,DBBHP0001-15SB
11201920532,DBBHQ0301-15SB
11201720984,NAESHR001-13SB
11201720984,NAESHT025-17SB
11201720984,NA3BCN0407-15SA
11201720984,NAESHR026-14SB
11201720984,DAESHR012-13SB
11201720984,DAESHR028-14SB
11084115,NB2BCJ0205-15SA
11084115,DB1BCN0407-15SB
11084115,DAMCTC019-15SB
11085613,NANHH2007-13SB
11201810031,DA1BCJ0205-15SB
11201810031,DA2BCN0407-15SB
11201810031,DA2BCM0505-15SB
11201810031,DA1BCS0002-15SB
11201722787,NAMCTB001-17SA
11201722787,NAMCTB009-17SA
11201722787,NA2ESTO008-17SA
11015811,NANHT4072-15SA
11015811,NANHZ5020-15SA
11015811,NABHQ0002-15SA
11052913,NA2NHI5001-15SA
11052913,NB1BCK0104-15SA
11052913,NAESZU023-17SA
11052913,NAESZU036-17SA
11052913,NAESTU019-17SA
11112115,NAESZE105-17SA
11112115,NAESTE031-17SA
11112115,NAESTE024-17SA
11012912,DB2MCTB010-13SA
11012912,NAMCZC016-15SB
11201811886,NAMCTB001-17SB
11201811886,NB1BCN0407-15SB
11201723023,DABHQ0001-15SB
11201723023,DABHQ0003-15SB
11201723023,DA1ESHP016-13SB
11201723023,DAESZP039-14SB
11201723023,DAESHP020-13SB
13201910055,NABHO0102-15SB
13201910055,NAESHT006-17SB
13201910055,NABHP0201-15SB
13201910055,NABHQ0301-15SB
11095312,DB2ESTO903-17SA
11095312,DANHT1062-15SA
11095312,DA1BCJ0204-15SA
11095312,NAMCTD010-13SA
11095312,DB1BCK0104-15SA
11095312,NCESTA019-17SA
11095312,NAESZU036-17SA
11201922214,DAESHP005-13SB
11201922214,DA2ESHP016-13SB
11201922214,DAESHP025-14SB
11201922214,DAESHP020-13SB
11201922214,DAESHP029-14SB
11029815,NAESTM001-17SA
11029815,NA2ESTO004-17SA
11029815,NA2ESTM016-17SA
11098514,NA1NHT3049-15SA
11201722135,NAMCTB009-17SB
11201722135,NA3ESTO001-17SB
11201722135,NB1ESTO016-17SB
11201722135,NA1BCK0104-15SB
21086316,DBESTM014-17SA
21086316,DBESZG013-17SB
21086316,NB3BCJ0205-15SA
21086316,DAESTM017-17SA
21086316,NAESTM006-17SA
11033615,NAESTI010-17SA
11033615,NA1MCTA022-17SA
11033615,NAESTI008-17SA
11033615,NAESTA022-17SA
11201811162,DAESHC033-17SB
11201811162,DAESZG013-17SB
11201811162,NB1BCN0407-15SB
11201811162,DA1MCTC014-13SB
11117615,DB2MCTA001-17SA
11117615,NAESTE004-17SA
11117615,NB2ESTO903-17SA
11117615,NA3MCTA022-17SA
11117615,NAESTG019-17SB
21048914,NBESHC036-17SB
21048914,NAESHC038-17SB
21048914,NBESHC016-17SB
21048914,NAESHC019-17SB
21048914,DA2MCTC014-13SB
21048914,DAESHR019-13SB
11201721372,DB9BCJ0205-15SA
11201721372,DABCN0402-15SA
11201721372,NANHT4025-15SA
11201721372,NA1NHT3049-15SA
11201721372,NANHT4055-15SA
11057814,DABHO0102-15SB
11057814,DAESZI013-17SA
11057814,DDESTO005-17SA
11057814,NA1ESTO008-17SA
11057814,DABHP0201-15SB
11084616,NAESTS002-17SB
11084616,NAESZG013-17SB
11084616,NAESHC019-17SB
11201812017,NA1BIR0603-15SB
11201812017,NA1BCJ0204-15SB
11201812017,NDESTA019-17SA
11029916,NANHZ1074-15SA
11029916,NAESTA011-17SA
11029916,NAESTM001-17SA
11029916,NAESZM030-17SA
11029916,NAESZM025-17SA
11029916,DAESTM018-17SA
11024912,NAESZU033-17SA
11024912,DPESZU018-17SB
21027514,DA1BIR0603-15SB
21027514,DAMCZA018-17SA
11093514,DPMCZA006-17SA
11093514,NA3MCTA022-17SA
11093514,NA3MCTA023-17SA
11201721383,DB1MCTA001-17SA
11201721383,NB2BIR0603-15SA
11201721383,NA2NHI5001-15SA
11201721383,NA1MCTA015-13SA
21015111,DB2BCM0505-15SB
21015111,NAESZT016-17SB
21015111,NAESHT024-17SB
11201810941,NA2BCL0308-15SA
11201810941,DANHT1056-15SA
11085311,NA2NHI5001-15SA
11085311,NA1MCTB019-17SA
11201722971,NAESTU005-17SA
11201722971,NAESTU027-17SA
11201722971,DA1ESTU006-17SA
11201722971,DA1ESTU010-17SA
11201722971,DAESZU023-17SA
11201722971,NAESTU019-17SA
13201723159,NBESHC016-17SB
11041616,NANHH2007-13SB
11041616,NA1BCK0104-15SB
11041616,NAESTU039-17SB
11002412,NA4MCTA006-17SA
11002412,NA1ESTI004-17SA
11002412,NA2MCTA023-17SA
11201822416,DA1BCL0308-15SA
11201822416,DA1ESTA004-17SA
11201822416,DB2ESTO903-17SA
11201822416,DB1BCK0104-15SA
11201822416,DC2ESTO006-17SA
11042813,DAESTO015-17SA
11042813,NAESTE024-17SA
11042813,NAESTO014-17SA
11013913,NANHZ1027-15SA
11013913,NANHT1055-15SA
11013913,NAMCZA030-13SB
21027912,NAESTI008-17SA
11107912,NAESTO016-17SA
11107912,NA1ESTO012-17SA
11107912,NA1MCTA026-13SA
11058111,DAMCZA032-17SA
21091415,NA2MCTB010-13SB
21091415,NA1ESTO001-17SB
21091415,NAESTE004-17SA
21091415,NAESTA016-17SA
11039607,NAESTE024-17SA
11030411,NAESZG018-17SB
11030411,NAMCTC019-15SB
11030411,NAMCZA030-13SB
11132011,NAESTA005-17SA
11094114,DAMCZC007-15SB
11094114,NABCN0404-15SB
11094114,DA1BCK0104-15SB
11094114,DANHT3044-15SA
11094114,DAMCZA030-13SB
11201721543,NA2MCTB010-13SB
11201721543,NA1BCK0104-15SA
11201721543,NB2ESTO017-17SA
11201721543,NB2ESTA014-17SA
21052715,DAESHC038-17SB
21052715,DA2MCTC014-13SB
21052715,DAESHC029-17SB
21052715,DAESZP029-13SB
11066411,DAESTG016-17SB
21024415,DAESTG001-17SB
21024415,DAESTG003-17SB
21024415,DAESZG031-17SB
21024415,DAESTG013-17SB
21024415,DAESZG007-17SB
21024415,DAESTG021-17SB
11201921854,DB8BCJ0205-15SA
11201921854,DB2BCN0407-15SA
11201921854,DSBCM0505-15SA
11201921854,DB6BCL0307-15SA
11201920470,NB1BCJ0205-15SB
11201920470,DSBCM0505-15SB
11201920470,NB1BCL0307-15SB
11093814,NAESTU005-17SA
11093814,NB7BCJ0205-15SA
11093814,NB1BCK0104-15SA
11093814,NAESTU019-17SA
11201722078,DAESZG031-17SB
11201722078,NAMCZC016-15SB
11201722078,DAESTG016-17SB
11201721148,NB3BCN0407-15SA
11201721148,NAESTM005-17SA
11109416,DB2ESTO903-17SA
11109416,DA1ESTU006-17SA
11109416,DA1ESTU010-17SA
11109416,DAESZU023-17SA
11109416,DAESTU033-17SA
11109416,DAESTU015-17SA
21005515,DPMCTA004-17SA
21005515,DAESTB027-17SB
21005515,NAESTB025-17SB
21005515,NA1MCTA026-13SA
11201921099,NB5BCJ0205-15SA
11201921099,NBBCN0402-15SA
11201921099,NB1BCM0505-15SA
11010606,DDESTO005-17SA
11119313,NA2MCTB010-13SB
11119313,NAESZA023-17SA
11119313,NBESTA016-17SA
11119313,NAESTA008-17SA
11201721773,DAESHC036-17SB
11201721773,DAESHC033-17SB
11201721773,DA1ESHC017-17SB
11201721773,NAESHC024-17SB
11201721773,DA1BHS0001-15SB
11201721773,NAESHR019-13SB
11062313,DS2BCK0103-15SA
11062313,DABCN0402-15SA
11062313,DA2BCK0104-15SA
11062313,DB2BCL0307-15SA
11002515,NAMCTD023-18SA
11002515,DA2MCTB019-17SA
11002515,NAMCTD007-18SA
11078516,NAESZE111-17SA
11080316,NA4MCTA006-17SA
11080316,NA2BCK0104-15SA
11080316,NA3MCTB019-17SA
11080316,NA2MCTA022-17SA
11080316,NA1MCZA030-17SA
11024816,NA1BCL0308-15SB
11024816,DAESZG031-17SB
11024816,NS2BCK0103-15SB
11201811172,NAMCTB009-17SB
11201811172,DA2ESTO001-17SB
11201811172,DS4BCK0103-15SA
11201811172,NA1ESTO011-17SB
11201811172,DCESTO005-17SA
11201811172,DSBCM0505-15SA
21039212,NA3ESTA001-17SA
21039212,NB2ESTO016-17SB
21039212,NB1BCS0002-15SB
21039212,NAESTI003-17SA
11000714,NA1ESTE020-17SA
11000714,NAESTO014-17SA
11104913,NAESHR903-18SB
11201721298,DIBCN0407-15SA
11201721298,DANHT1056-15SA
11201721298,DA1ESTU010-17SA
21087114,NAESTB029-17SB
21087114,NA1ESTO001-17SA
21087114,NAESTB025-17SB
21005713,NA2NHT1002-15SB
21005713,NAESZP039-14SB
21005713,NAESTA008-17SA
21005713,NAMCZA030-13SB
11002010,NANHT1086-16SA
11002010,DA1NHT5012-15SA
11002010,DANHT1085-16SA
11004113,NAESTG008-17SB
11004113,DAESTG013-17SB
11105211,NANHH2015-13SB
11105211,NaESZS014-17SB
21026714,NB1ESHC036-17SB
21026714,NB1BCN0407-15SB
11094111,NAESZM002-17SA
11094111,NANHT4055-15SA
11080011,NA4MCTA001-17SA
11106111,NANHT1053-15SB
11201722040,DS4BCK0103-15SA
11201722040,NA4BCN0407-15SA
11201722040,NAESTU027-17SA
11201722040,NA1ESTO017-17SA
11201722040,NAESTU021-17SA
13201822585,NAESHR001-13SB
13201822585,NAESHP005-13SB
13201822585,NAESZR002-13SB
13201822585,NABHP0201-15SB
21068815,DAESZA007-17SB
21068815,DAESTS005-17SB
21068815,DAESTO015-17SA
21068815,DAESTO008-17SA
21068815,DAESTS011-17SB
11095516,DAESZA007-17SB
11095516,DAESTM001-17SA
11095516,DANHZ3080-15SA
11095516,DANHT3073-15SA
11201920542,NA8BCJ0205-15SA
11201920542,NA3BCN0407-15SA
11201920542,NA1BCM0505-15SA
11201920542,NA2BCL0307-15SA
21035513,NA1BIR0603-15SB
21035513,NbBHO0101-15SB
21035513,NABIQ0602-15SB
21035513,NABHQ0002-15SB
11201721747,NA1BIR0004-15SA
11201721747,NB1MCTB010-13SA
11201721747,NB3BCK0104-15SA
11201810984,NA1BIR0004-15SB
11201810984,DAMCTB009-17SB
11201810984,NA2MCTB010-13SB
11201810984,DA2ESTO001-17SB
11201810984,DAESTO011-17SB
11201810984,DA1BCK0104-15SB
11201810984,NAESTS003-17SB
11201810984,DDESTO005-17SA
11063515,DA3BCJ0205-15SA
11063515,NANHT4025-15SA
11063515,NANHT4032-15SA
11063515,NANHT4055-15SA
11039512,DAESTG013-17SB
11043711,NBNHZ5020-15SA
11043711,NANHT3037-13SA
21052712,NBESHC036-17SB
21052712,NB1BCN0407-15SB
11010315,NA2BCN0407-15SA
11010315,NAMCZA030-13SB
11044216,NAESTE036-17SA
11044216,NAESTE004-17SA
11044216,NAESTE029-17SA
11044216,DA1ESTE027-17SA
11044216,NA4BCS0002-15SA
21046113,NA1BCJ0204-15SB
21046113,NA1BCK0104-15SB
21034914,NAMCTB001-17SB
11162109,DA1ESTO004-17SA
11201722520,DA2MCTA001-17SA
11201722520,DA1MCTA006-17SA
11201722520,DAMCZA019-17SA
11201722520,DA1MCTA026-13SA
21076816,NAESTB004-17SB
21076816,NAESTB019-17SB
21076816,NC2ESTO903-17SA
21076816,NAESTB020-17SB
21087015,DAESTB004-17SB
21087015,DAESTB019-17SB
21087015,DAESTA001-17SB
21087015,DAESTB020-17SB
21087015,DAESZB016-17SB
11042714,NAESTO016-17SA
11042714,DAESZI032-17SA
11042714,DAMCZA018-17SA
11201921914,DB5BCJ0205-15SA
11201921914,DB3BCN0407-15SA
11201921914,DCESTO005-17SA
11201921914,DB4BCM0505-15SA
11201921914,DB1BCL0307-15SA
11099809,DAMCTD023-18SA
11099809,NAMCTD009-18SA
13201910008,NB1ESTO013-17SB
13201910008,NAESZC031-17SB
13201910008,NABHP0201-15SB
11049610,NAMCTB001-17SA
11049610,NA1MCTA033-15SA
11049610,NB1ESTO903-17SA
11049610,NAESTO016-17SA
11049610,NAESZI027-17SA
11049610,NAESZI029-17SA
11201920915,DA1BIR0004-15SB
11201920108,DABCL0306-15SA
11201920108,NB1BCN0407-15SA
11201920108,DCESTO005-17SA
11201920108,DB1BCM0505-15SA
11201920108,DB5BCL0307-15SA
11085711,NA1ESTA004-17SA
11085711,NAESTA017-17SA
11085711,NB1ESTO012-17SA
21011114,NAESTB029-17SB
21011114,NAESTB004-17SB
21011114,DAESTB027-17SB
21011114,NA1ESTB025-17SB
11069914,NA2NHT5012-15SA
11069914,DANHT4033-15SA
11069914,NANHT4055-15SA
11076412,NA1BCJ0204-15SB
11076412,NA1BCN0402-15SA
11076412,DA2BCN0407-15SB
11076412,NA2ESTO011-17SA
11076412,NB1BCN0404-15SA
11092714,NB1ESTO016-17SB
11092714,DAESZI013-17SA
11092714,NAESZA023-17SA
11092714,NAESTA017-17SA
11092714,NAESTO014-17SA
11023215,NAESZE097-17SA
11023215,NAESZE109-17SA
11023215,NAESZE111-17SA
11023215,NAESZE100-17SA
11201920260,DB2BCJ0205-15SA
11201920260,DB1BCN0407-15SA
11201920260,DB1BCM0505-15SA
11201920260,DB2BCL0307-15SA
21053415,DAESHC036-17SB
21053415,DAESTG003-17SB
21053415,DAESHR023-14SB
21053415,DAESHR012-13SB
21053415,DAESHR014-13SB
11082312,NA1MCTB010-13SB
11082312,NA4ESTA004-17SA
11082312,NA1ESTI002-17SA
11082312,NA2ESTA023-17SA
11082312,NBESTA016-17SA
11042313,NAESZE025-17SA
11042313,NAESZE076-17SA
11014714,DAESTG001-17SB
11014714,DAESTG003-17SB
11014714,NAESTG008-17SB
11014714,NAESTG017-17SB
11014714,DAESTG013-17SB
11014714,DAESTG021-17SB
11201921850,NB2BIS0005-15SB
11201921850,NABHO0102-15SB
11201921850,NA1BIQ0602-15SB
11201921850,NABHQ0003-15SB
11201921850,NABHP0201-15SB
11201812150,NAMCTB009-17SA
11201812150,NAMCTD009-18SA
11201812150,NAMCTD010-13SA
11201812150,NAMCTD016-18SA
13201910021,NAESZR006-13SB
13201910021,DAESHC033-17SB
13201910021,DA1ESHC017-17SB
13201910021,DA1MCTC014-13SB
13201910021,DAESHC024-17SB
11070012,DA1NHI5001-15SA
11070012,DANHT1086-16SA
11070012,NA1NHT5012-15SA
11029006,DANHT3089-15SA
11043916,NB1BIR0004-15SA
11043916,DANHT3037-13SA
11043916,NA3BCS0002-15SA
11109114,NA1ESTO001-17SA
11109114,NA1ESTO004-17SA
11109114,NAESTM005-17SA
11109114,NAESZM030-17SA
11109114,NBESTA019-17SA
11081914,NAESZE105-17SA
11081914,NAESZE025-17SA
11081914,NAESZU019-17SA
11201811898,NA1BIR0004-15SB
11201811898,NA1ESTO001-17SB
11201811898,NC3BCJ0205-15SB
